Date,Open,High,Low,Close,Adj Close,Volume
2014-05-26,1920.329956,1924.030029,1916.640015,1923.569946,1923.569946,3263490000
2014-06-02,1923.869995,1949.439941,1915.979980,1949.439941,1949.439941,14147690000
2014-06-09,1948.969971,1955.550049,1925.780029,1936.160034,1936.160034,13863870000
2014-06-16,1934.839966,1963.910034,1930.910034,1962.869995,1962.869995,16251000000
2014-06-23,1962.920044,1968.170044,1944.689941,1960.959961,1960.959961,15983470000
2014-06-30,1960.790039,1985.589966,1958.219971,1985.439941,1985.439941,11075160000
2014-07-07,1984.219971,1984.219971,1952.859985,1967.569946,1967.569946,14692810000
2014-07-14,1969.859985,1983.939941,1955.589966,1978.219971,1978.219971,15952350000
2014-07-21,1976.930054,1991.390015,1965.770020,1978.339966,1978.339966,14213850000
2014-07-28,1978.250000,1984.849976,1916.369995,1925.150024,1925.150024,17417530000
2014-08-04,1926.619995,1942.920044,1904.780029,1931.589966,1931.589966,16207390000
2014-08-11,1933.430054,1964.040039,1928.290039,1955.060059,1955.060059,13747450000
2014-08-18,1958.359985,1994.760010,1958.359985,1988.400024,1988.400024,12814930000
2014-08-25,1991.739990,2005.040039,1990.520020,2003.369995,2003.369995,11571710000
2014-09-01,2004.069946,2011.170044,1990.099976,2007.709961,2007.709961,11520670000
2014-09-08,2007.170044,2007.170044,1980.260010,1985.540039,1985.540039,14732610000
2014-09-15,1986.040039,2019.260010,1978.479980,2010.400024,2010.400024,17261820000
2014-09-22,2009.079956,2009.079956,1965.989990,1982.849976,1982.849976,16145360000
2014-09-29,1978.959961,1985.170044,1926.030029,1967.900024,1967.900024,18807610000
2014-10-06,1970.010010,1977.839966,1906.050049,1906.130005,1906.130005,20382540000
2014-10-13,1905.650024,1912.089966,1820.660034,1886.760010,1886.760010,24810660000
2014-10-20,1885.619995,1965.270020,1882.300049,1964.579956,1964.579956,17947860000
2014-10-27,1962.969971,2018.189941,1951.369995,2018.050049,2018.050049,18810910000
2014-11-03,2018.209961,2034.260010,2001.010010,2031.920044,2031.920044,18652340000
2014-11-10,2032.010010,2046.180054,2030.170044,2039.819946,2039.819946,16172310000
2014-11-17,2038.290039,2071.459961,2034.459961,2063.500000,2063.500000,17004640000
2014-11-24,2065.070068,2075.760010,2064.750000,2067.560059,2067.560059,11770900000
2014-12-01,2065.780029,2079.469971,2049.570068,2075.370117,2075.370117,18286300000
2014-12-08,2074.840088,2075.780029,2002.329956,2002.329956,2002.329956,19961180000
2014-12-15,2005.030029,2077.850098,1972.560059,2070.649902,2070.649902,25431950000
2014-12-22,2069.280029,2092.699951,2069.280029,2088.770020,2088.770020,9565680000
2014-12-29,2087.629883,2093.550049,2046.040039,2058.199951,2058.199951,10207410000
2015-01-05,2054.439941,2064.429932,1992.439941,2044.810059,2044.810059,19362860000
2015-01-12,2046.130005,2056.929932,1988.119995,2019.420044,2019.420044,20275570000
2015-01-19,2020.760010,2064.620117,2004.489990,2051.820068,2051.820068,15424020000
2015-01-26,2050.419922,2057.620117,1989.180054,1994.989990,1994.989990,19558890000
2015-02-02,1996.670044,2072.399902,1980.900024,2055.469971,2055.469971,20821110000
2015-02-09,2053.469971,2097.030029,2041.880005,2096.989990,2096.989990,18132050000
2015-02-16,2096.469971,2110.610107,2085.439941,2110.300049,2110.300049,13260470000
2015-02-23,2109.830078,2119.590088,2103.000000,2104.500000,2104.500000,16561930000
2015-03-02,2105.229980,2117.520020,2067.270020,2071.260010,2071.260010,17049500000
2015-03-09,2072.250000,2083.489990,2039.689941,2053.399902,2053.399902,17328980000
2015-03-16,2055.350098,2113.919922,2055.350098,2108.100098,2108.100098,19504990000
2015-03-23,2107.989990,2114.860107,2045.500000,2061.020020,2061.020020,16498140000
2015-03-30,2064.110107,2088.969971,2048.379883,2066.959961,2066.959961,12933470000
2015-04-06,2064.870117,2102.610107,2056.520020,2102.060059,2102.060059,15962370000
2015-04-13,2102.030029,2111.909912,2072.370117,2081.179932,2081.179932,17285170000
2015-04-20,2084.110107,2120.919922,2084.110107,2117.689941,2117.689941,16604500000
2015-04-27,2119.290039,2125.919922,2077.590088,2108.290039,2108.290039,18949060000
2015-05-04,2110.229980,2120.949951,2067.929932,2116.100098,2116.100098,17753820000
2015-05-11,2115.560059,2123.889893,2085.570068,2122.729980,2122.729980,15824270000
2015-05-18,2121.300049,2134.719971,2120.010010,2126.060059,2126.060059,14852420000
2015-05-25,2125.340088,2126.219971,2099.179932,2107.389893,2107.389893,13377830000
2015-06-01,2108.639893,2121.919922,2085.669922,2092.830078,2092.830078,15604780000
2015-06-08,2092.340088,2115.020020,2072.139893,2094.110107,2094.110107,15214050000
2015-06-15,2091.340088,2126.649902,2072.489990,2109.989990,2109.989990,17173880000
2015-06-22,2112.500000,2129.870117,2095.379883,2101.489990,2101.489990,17463770000
2015-06-29,2098.629883,2098.629883,2056.320068,2076.780029,2076.780029,14481300000
2015-07-06,2073.949951,2083.739990,2044.020020,2076.620117,2076.620117,18065680000
2015-07-13,2080.030029,2128.909912,2080.030029,2126.639893,2126.639893,15950490000
2015-07-20,2126.850098,2132.820068,2077.090088,2079.649902,2079.649902,17926480000
2015-07-27,2078.189941,2114.239990,2063.520020,2103.840088,2103.840088,19254140000
2015-08-03,2104.489990,2112.659912,2067.909912,2077.570068,2077.570068,18841050000
2015-08-10,2080.979980,2105.350098,2052.090088,2091.540039,2091.540039,17509360000
2015-08-17,2089.699951,2103.469971,1970.890015,1970.890015,1970.890015,18271310000
2015-08-24,1965.150024,1993.479980,1867.010010,1988.869995,1988.869995,26089970000
2015-08-31,1986.729980,1986.729980,1903.069946,1921.219971,1921.219971,18717360000
2015-09-07,1927.300049,1988.630005,1927.300049,1961.050049,1961.050049,14045680000
2015-09-14,1963.060059,2020.859985,1948.270020,1958.030029,1958.030029,20075770000
2015-09-21,1960.839966,1979.640015,1908.920044,1931.339966,1931.339966,18081540000
2015-09-28,1929.180054,1951.359985,1871.910034,1951.359985,1951.359985,21346290000
2015-10-05,1954.329956,2020.130005,1954.329956,2014.890015,2014.890015,20849400000
2015-10-12,2015.650024,2033.540039,1990.729980,2033.109985,2033.109985,17281480000
2015-10-19,2031.729980,2079.739990,2017.219971,2075.149902,2075.149902,18785920000
2015-10-26,2075.080078,2094.320068,2058.840088,2079.360107,2079.360107,20565930000
2015-11-02,2080.760010,2116.479980,2080.760010,2099.199951,2099.199951,20531860000
2015-11-09,2096.560059,2096.560059,2022.020020,2023.040039,2023.040039,19691320000
2015-11-16,2022.079956,2097.060059,2019.390015,2089.169922,2089.169922,19652690000
2015-11-23,2089.409912,2095.610107,2070.290039,2090.110107,2090.110107,11792690000
2015-11-30,2090.949951,2104.270020,2042.349976,2091.689941,2091.689941,20459190000
2015-12-07,2090.419922,2090.419922,2008.800049,2012.369995,2012.369995,20618850000
2015-12-14,2013.369995,2076.719971,1993.260010,2005.550049,2005.550049,24611890000
2015-12-21,2010.270020,2067.360107,2005.930054,2060.989990,2060.989990,12177090000
2015-12-28,2057.770020,2081.560059,2043.619995,2043.939941,2043.939941,10057270000
2016-01-04,2038.199951,2038.199951,1918.459961,1922.030029,1922.030029,22089690000
2016-01-11,1926.119995,1950.329956,1857.829956,1880.329956,1880.329956,25291150000
2016-01-18,1888.660034,1908.849976,1812.290039,1906.900024,1906.900024,21324990000
2016-01-25,1906.280029,1940.239990,1872.699951,1940.239990,1940.239990,23703940000
2016-02-01,1936.939941,1947.199951,1872.229980,1880.050049,1880.050049,24081930000
2016-02-08,1873.250000,1881.599976,1810.099976,1864.780029,1864.780029,25488570000
2016-02-15,1871.439941,1930.680054,1871.439941,1917.780029,1917.780029,18161550000
2016-02-22,1924.439941,1962.959961,1891.000000,1948.050049,1948.050049,20729330000
2016-02-29,1947.130005,2009.130005,1931.810059,1999.989990,1999.989990,25206170000
2016-03-07,1996.109985,2022.369995,1969.250000,2022.189941,2022.189941,22103360000
2016-03-14,2019.270020,2052.360107,2005.229980,2049.580078,2049.580078,22138770000
2016-03-21,2047.880005,2056.600098,2022.489990,2035.939941,2035.939941,13842290000
2016-03-28,2037.890015,2075.070068,2028.310059,2072.780029,2072.780029,17687000000
2016-04-04,2073.189941,2074.020020,2033.800049,2047.599976,2047.599976,18552210000
2016-04-11,2050.229980,2087.840088,2039.739990,2080.729980,2080.729980,19466730000
2016-04-18,2078.830078,2111.050049,2073.649902,2091.580078,2091.580078,19364460000
2016-04-25,2089.370117,2099.889893,2052.280029,2065.300049,2065.300049,19991600000
2016-05-02,2067.169922,2083.419922,2039.449951,2057.139893,2057.139893,19877940000
2016-05-09,2057.550049,2084.870117,2043.130005,2046.609985,2046.609985,18573070000
2016-05-16,2046.530029,2071.879883,2025.910034,2052.320068,2052.320068,19066060000
2016-05-23,2052.229980,2099.060059,2047.260010,2099.060059,2099.060059,16852120000
2016-05-30,2100.129883,2105.260010,2085.100098,2099.129883,2099.129883,15300080000
2016-06-06,2100.830078,2120.550049,2089.959961,2096.070068,2096.070068,17344140000
2016-06-13,2091.750000,2098.120117,2050.370117,2071.219971,2071.219971,19277430000
2016-06-20,2075.580078,2113.320068,2032.569946,2037.410034,2037.410034,20763870000
2016-06-27,2031.449951,2108.709961,1991.680054,2102.949951,2102.949951,22140480000
2016-07-04,2095.050049,2131.709961,2074.020020,2129.899902,2129.899902,14779810000
2016-07-11,2131.719971,2169.050049,2131.719971,2161.739990,2161.739990,17441690000
2016-07-18,2162.040039,2175.629883,2159.010010,2175.030029,2175.030029,15651690000
2016-07-25,2173.709961,2177.090088,2159.070068,2173.600098,2173.600098,18198170000
2016-08-01,2173.149902,2182.870117,2147.580078,2182.870117,2182.870117,18513540000
2016-08-08,2183.760010,2188.449951,2172.000000,2184.050049,2184.050049,16340620000
2016-08-15,2186.080078,2193.810059,2168.500000,2183.870117,2183.870117,16049210000
2016-08-22,2181.580078,2193.419922,2160.389893,2169.040039,2169.040039,15278970000
2016-08-29,2170.189941,2184.870117,2157.090088,2179.979980,2179.979980,15911210000
2016-09-05,2181.610107,2187.870117,2127.810059,2127.810059,2127.810059,14728870000
2016-09-12,2120.860107,2163.300049,2119.120117,2139.159912,2139.159912,20204330000
2016-09-19,2143.989990,2179.989990,2135.909912,2164.689941,2164.689941,16885840000
2016-09-26,2158.540039,2175.300049,2141.550049,2168.270020,2168.270020,18967960000
2016-10-03,2164.330078,2165.860107,2144.010010,2153.739990,2153.739990,17876430000
2016-10-10,2160.389893,2169.600098,2114.719971,2132.979980,2132.979980,16140520000
2016-10-17,2132.949951,2148.439941,2124.429932,2141.159912,2141.159912,16149080000
2016-10-24,2148.500000,2154.790039,2119.360107,2126.409912,2126.409912,19108200000
2016-10-31,2129.780029,2133.250000,2083.790039,2085.179932,2085.179932,20427740000
2016-11-07,2100.590088,2182.300049,2100.590088,2164.449951,2164.449951,25356830000
2016-11-14,2165.639893,2189.889893,2156.080078,2181.899902,2181.899902,21123210000
2016-11-21,2186.429932,2213.350098,2186.429932,2213.350098,2213.350098,12568190000
2016-11-28,2210.209961,2214.100098,2187.439941,2191.949951,2191.949951,21589430000
2016-12-05,2200.649902,2259.800049,2199.969971,2259.530029,2259.530029,20337430000
2016-12-12,2258.830078,2277.530029,2248.439941,2258.070068,2258.070068,22387610000
2016-12-19,2259.239990,2272.560059,2256.080078,2263.790039,2263.790039,14296250000
2016-12-26,2266.229980,2273.820068,2233.620117,2238.830078,2238.830078,9386710000
2017-01-02,2251.570068,2282.100098,2245.129883,2276.979980,2276.979980,14637130000
2017-01-09,2273.590088,2279.270020,2254.250000,2274.639893,2274.639893,17020210000
2017-01-16,2269.139893,2276.959961,2258.409912,2271.310059,2271.310059,13591180000
2017-01-23,2267.780029,2300.989990,2257.020020,2294.689941,2294.689941,17555940000
2017-01-30,2286.010010,2298.310059,2267.209961,2297.419922,2297.419922,19001010000
2017-02-06,2294.280029,2319.229980,2285.379883,2316.100098,2316.100098,17320440000
2017-02-13,2321.719971,2351.310059,2321.419922,2351.159912,2351.159912,17831660000
2017-02-20,2354.909912,2368.260010,2352.870117,2367.340088,2367.340088,14895280000
2017-02-27,2365.229980,2400.979980,2358.959961,2383.120117,2383.120117,19514510000
2017-03-06,2375.229980,2378.800049,2354.540039,2372.600098,2372.600098,17712480000
2017-03-13,2371.560059,2390.010010,2358.179932,2378.250000,2378.250000,18757070000
2017-03-20,2378.239990,2381.929932,2335.739990,2343.979980,2343.979980,17128980000
2017-03-27,2329.110107,2370.419922,2322.250000,2362.719971,2362.719971,16227480000
2017-04-03,2362.340088,2378.360107,2344.729980,2355.540039,2355.540039,16648230000
2017-04-10,2357.159912,2366.370117,2328.949951,2328.949951,2328.949951,12243670000
2017-04-17,2332.620117,2361.370117,2332.510010,2348.689941,2348.689941,16765230000
2017-04-24,2370.330078,2398.159912,2369.189941,2384.199951,2384.199951,19608540000
2017-05-01,2388.500000,2399.290039,2379.750000,2399.290039,2399.290039,18809590000
2017-05-08,2399.939941,2403.870117,2381.739990,2390.899902,2390.899902,17759610000
2017-05-15,2393.979980,2405.770020,2352.719971,2381.729980,2381.729980,19201970000
2017-05-22,2387.209961,2418.709961,2386.919922,2415.820068,2415.820068,16116730000
